title,price,district,town,main category,sub category,Brand,Model year,Condition,Transmission,Model,Body type,Fuel type,Engine capacity,Mileage
LORRY FOR HIRE IN A WORKING MOVERS,"3,500",Colombo,Wellampitiya,Cars & Vehicles,Auto Services,,,,,,
LORRY FOR HIRE MOVERS SERVICES TEAMS,"2,500",Colombo,Nugegoda,Cars & Vehicles,Auto Services,,,,,,
Suzuki Alto (Carol) GL 2016,"2,390,000",Gampaha,Kelaniya,Cars & Vehicles,Cars,Reconditioned,Suzuki,2016,Alto (Carol) GL,650 ,"4,250 "
Toyota Axio 161 2012,"4,650,000",Kandy,Kadugannawa,Cars & Vehicles,Cars,Used,Toyota,2012,Axio 161,"1,500 ","34,500 "
Nissan DX/E-KHGE24 1987,"2,600,000",Kurunegala,Kurunegala,Cars & Vehicles,"Vans, Buses & Lorries",Used,Nissan,1987,DX/E-KHGE24,,"25,000 "
Toyota Cr27 Townace 1993,"2,775,000",Colombo,Piliyandala,Cars & Vehicles,"Vans, Buses & Lorries",Used,Toyota,1993,Cr27 Townace,,"193,000 "
Daihatsu Cast Activa 2017,"2,925,000",Gampaha,Kelaniya,Cars & Vehicles,Cars,Reconditioned,Daihatsu,2017,Cast Activa,650 ,"10,200 "
BIGGEST LORRY FOR HIRE IN MOVERS WORK,"3,500",Colombo,Mount Lavinia,Cars & Vehicles,Auto Services,,,,,,
Hero dash 2017,"84,000",Colombo,Piliyandala,Cars & Vehicles,Motorbikes & Scooters,Used,Hero,2017,dash,110 ,"18,100 "
Mitsubishi L200 crank pulley D/CAB,"14,000",Colombo,Dehiwala,Cars & Vehicles,Auto Parts & Accessories,New,,,,,
Excavator Track Line,"180,000",Moneragala,Wellawaya,Cars & Vehicles,Auto Parts & Accessories,Used,,,,,
Toyota Land cruiser Prado 1997,"6,350,000",Gampaha,Minuwangoda,Cars & Vehicles,Cars,Used,Toyota,1997,Land cruiser Prado,"3,000 ","160,000 "
Daihatsu Mira ES New 2017,"2,725,000",Gampaha,Kelaniya,Cars & Vehicles,Cars,Reconditioned,Daihatsu,2017,Mira ES New,650 ,"1,400 "
Three Wheeler,"180,000",Kegalle,Mawanella,Cars & Vehicles,Three Wheelers,Used,,,,,
Bajaj Pulsar 2009,"125,000",Kurunegala,Kuliyapitiya,Cars & Vehicles,Motorbikes & Scooters,Used,Bajaj,2009,Pulsar,200 ,"65,000 "
Toyota Aqua S Grade 2015,"4,975,000",Gampaha,Minuwangoda,Cars & Vehicles,Cars,Reconditioned,Toyota,2015,Aqua S Grade,"1,500 ","20,000 "
Suzuki Wagon R FZ Safety 2017,"3,025,000",Colombo,Battaramulla,Cars & Vehicles,Cars,Used,Suzuki,2017,Wagon R FZ Safety,650 ,"8,952 "
Suzuki Wagon R Fz Safety 2016,"2,950,000",Colombo,Kotte,Cars & Vehicles,Cars,New,Suzuki,2016,Wagon R Fz Safety,650 ,"1,813 "
Remort key programming,"12,500",Colombo,Colombo 10,Cars & Vehicles,Auto Parts & Accessories,New,,,,,
Isuzu ELF (Mazda Titan) 2014,"3,490,000",Gampaha,Kelaniya,Cars & Vehicles,"Vans, Buses & Lorries",Reconditioned,Isuzu,2014,ELF (Mazda Titan),,"69,000 "
Chevrolet Aveo U-VA 2008,"1,950,000",Galle,Baddegama,Cars & Vehicles,Cars,Used,Chevrolet,2008,Aveo U-VA,"1,200 ","55,000 "
Bajaj Pulsar 180 2014,"210,000",Kegalle,Mawanella,Cars & Vehicles,Motorbikes & Scooters,Used,Bajaj,2014,Pulsar 180,180 ,"47,000 "
Toyota RAV 4 2002,"3,750,000",Gampaha,Kelaniya,Cars & Vehicles,Cars,Used,Toyota,2002,RAV 4,"2,000 ","63,000 "
Suzuki FX LTD 2016,"2,799,000",Gampaha,Negombo,Cars & Vehicles,Cars,Reconditioned,Suzuki,2016,FX LTD,650 ,"3,400 "
Bajaj DISCOVER 150 2011,"82,000",Kurunegala,Kurunegala,Cars & Vehicles,Motorbikes & Scooters,Used,Bajaj,2011,DISCOVER 150,150 ,"53,417 "
Suzuki Wagon R Stingray 2017,"3,200,000",Colombo,Kohuwala,Cars & Vehicles,Cars,Used,Suzuki,2017,Wagon R Stingray,660 ,"6,500 "
Wagon R MH44S Li-ion hybrid battery,"110,000",Colombo,Battaramulla,Cars & Vehicles,Auto Parts & Accessories,Reconditioned,,,,,
Suzuki alto 2008,"1,525,000",Kalutara,Panadura,Cars & Vehicles,Cars,Used,Suzuki,2008,alto,800 ,"42,200 "
Suzuki Every 2002,"1,500,000",Hambantota,Tangalla,Cars & Vehicles,"Vans, Buses & Lorries",Used,Suzuki,2002,Every,,"185,000 "
15 Iron rim black matte,"8,500",Colombo,Piliyandala,Cars & Vehicles,Auto Parts & Accessories,New,,,,,
Suzuki Wagon R Fx safety 2017,"2,950,000",Kurunegala,Kurunegala,Cars & Vehicles,Cars,Reconditioned,Suzuki,2017,Wagon R Fx safety,650 ,"1,900 "
AT 212 My Road Carina,"28,000",Kandy,Katugastota,Cars & Vehicles,Auto Parts & Accessories,Used,,,,,
VIVA ELITE HEADLIGHTS,"7,000",Gampaha,Gampaha,Cars & Vehicles,Auto Parts & Accessories,Used,,,,,
Morris MINOR 1000 1957,"875,000",Kegalle,Mawanella,Cars & Vehicles,Cars,Used,Morris,1957,MINOR 1000,"1,000 ","60,000 "
17size nawara iron rim,"13,500",Colombo,Piliyandala,Cars & Vehicles,Auto Parts & Accessories,New,,,,,
15 Toyota alloy,"46,000",Colombo,Piliyandala,Cars & Vehicles,Auto Parts & Accessories,New,,,,,
"Toyota Prius, silver 2012","5,300,000",Moneragala,Wellawaya,Cars & Vehicles,Cars,Used,Toyota,2012,"Prius, silver","1,790 ","138,500 "
Nissan BLUEBIRD 2001,"1,850,000",Kurunegala,Kurunegala,Cars & Vehicles,Cars,Used,Nissan,2001,BLUEBIRD,"1,800 ","122,247 "
Bajaj PULSAR 150Black 2018,"103,785",Colombo,Piliyandala,Cars & Vehicles,Motorbikes & Scooters,New,Bajaj,2018,PULSAR 150Black,150 ,0 
Toyota Aqua 2012,"3,600,000",Matale,Dambulla,Cars & Vehicles,Cars,Used,Toyota,2012,Aqua,"1,500 ","71,400 "
Honda Jade 2015,"470,000",Anuradhapura,Anuradhapura,Cars & Vehicles,Motorbikes & Scooters,Used,Honda,2015,Jade,250 ,"35,000 "
Honda EK3 1997,"2,179,999",Colombo,Athurugiriya,Cars & Vehicles,Cars,Used,Honda,1997,EK3,"1,499 ","110,000 "
PRIUS KW SETUP,"13,999",Colombo,Kottawa,Cars & Vehicles,Auto Parts & Accessories,New,,,,,
Kia Sorento 2012,"5,500,000",Colombo,Colombo 3,Cars & Vehicles,Cars,Used,Kia,2012,Sorento,"3,000 ","82,000 "
15 size alloy,"44,000",Colombo,Piliyandala,Cars & Vehicles,Auto Parts & Accessories,New,,,,,
Bajaj Discover 150 2010,"73,000",Gampaha,Katunayake,Cars & Vehicles,Motorbikes & Scooters,Used,Bajaj,2010,Discover 150,150 ,"37,000 "
Nissan March 1999,"1,535,000",Colombo,Homagama,Cars & Vehicles,Cars,Used,Nissan,1999,March,"1,000 ","135,000 "
Toyota CORONA 1989,"1,200,000",Kurunegala,Kurunegala,Cars & Vehicles,Cars,Used,Toyota,1989,CORONA,"1,970 ","114,892 "
Out lander throttle body,"12,500",Gampaha,Delgoda,Cars & Vehicles,Auto Parts & Accessories,Reconditioned,,,,,
Opel throttle body,"12,500",Gampaha,Delgoda,Cars & Vehicles,Auto Parts & Accessories,Reconditioned,,,,,
Toyota Allion 240 2007,"4,300,000",Gampaha,Negombo,Cars & Vehicles,Cars,Used,Toyota,2007,Allion 240,"1,500 ","109,500 "
Honda Dio brand new 2018,"73,000",Kandy,Kandy,Cars & Vehicles,Motorbikes & Scooters,New,Honda,2018,Dio brand new,110 ,0 
Mitsubishi throttle body,"11,500",Gampaha,Delgoda,Cars & Vehicles,Auto Parts & Accessories,Reconditioned,,,,,
Hero Hunk (red) 2016,"250,000",Ratnapura,Embilipitiya,Cars & Vehicles,Motorbikes & Scooters,Used,Hero,2016,Hunk (red),150 ,"21,040 "
SPACIA SETUP,"13,999",Colombo,Kottawa,Cars & Vehicles,Auto Parts & Accessories,New,,,,,
Suzuki Maruti Zen 2005,"1,325,000",Matale,Matale,Cars & Vehicles,Cars,Used,Suzuki,2005,Maruti Zen,"1,000 ","120,000 "
Lancer throttle body,"11,500",Gampaha,Delgoda,Cars & Vehicles,Auto Parts & Accessories,Reconditioned,,,,,
JCB loader backhoe,"3,950,000",Gampaha,Gampaha,Cars & Vehicles,Heavy Machinery & Tractors,Used,,,,,
Toyota 110 L Grade Gold batch,"2,500",Gampaha,Mirigama,Cars & Vehicles,Auto Parts & Accessories,Used,,,,,
Yamaha Ray 2013,"128,000",Gampaha,Katunayake,Cars & Vehicles,Motorbikes & Scooters,Used,Yamaha,2013,Ray,110 ,"16,000 "
Nissan Sunny N16 2002,"2,100,000",Colombo,Colombo 7,Cars & Vehicles,Cars,Used,Nissan,2002,Sunny N16,"1,300 ","167,000 "
Nissan Vanette 1993,"1,850,000",Colombo,Pannipitiya,Cars & Vehicles,"Vans, Buses & Lorries",Used,Nissan,1993,Vanette,,"205,000 "
CAET tyres brand new,"4,300",Gampaha,Gampaha,Cars & Vehicles,Auto Parts & Accessories,New,,,,,
Yamaha Fz 2012,"223,000",Gampaha,Katunayake,Cars & Vehicles,Motorbikes & Scooters,Used,Yamaha,2012,Fz,150 ,"32,000 "
Nissan throttle body,"12,500",Gampaha,Delgoda,Cars & Vehicles,Auto Parts & Accessories,Reconditioned,,,,,
Hero pleasure 2010,"82,000",Gampaha,Katunayake,Cars & Vehicles,Motorbikes & Scooters,Used,Hero,2010,pleasure,110 ,"32,000 "
SUNNY B15 front buffer,"18,000",Colombo,Kottawa,Cars & Vehicles,Auto Parts & Accessories,Reconditioned,,,,,
Suzuki Celerio 2015,"2,470,000",Colombo,Battaramulla,Cars & Vehicles,Cars,Used,Suzuki,2015,Celerio,"1,000 ","43,000 "
Cedric y33 tail lamps,"18,000",Colombo,Rajagiriya,Cars & Vehicles,Auto Parts & Accessories,Used,,,,,
Suzuki Every wagon 2017,"3,690,000",Colombo,Dehiwala,Cars & Vehicles,"Vans, Buses & Lorries",New,Suzuki,2017,Every wagon,,0 
Suzuki Every Fuloption 2013,"2,280,000",Kegalle,Kegalle,Cars & Vehicles,"Vans, Buses & Lorries",Used,Suzuki,2013,Every Fuloption,,"88,000 "
Honda M D 90 2000,"40,000",Colombo,Kottawa,Cars & Vehicles,Motorbikes & Scooters,Used,Honda,2000,M D 90,125 ,"67,000 "
BMW E36 7 Button OBC [MID],"7,000",Colombo,Colombo 2,Cars & Vehicles,Auto Parts & Accessories,Used,,,,,
Airflow sensors,"6,000",Gampaha,Delgoda,Cars & Vehicles,Auto Parts & Accessories,Reconditioned,,,,,
Proton Wira 2000,"1,200,000",Colombo,Mount Lavinia,Cars & Vehicles,Cars,Used,Proton,2000,Wira Proton,"1,490 ","150,000 "
LANCER CK2 DICKEYLID,"20,000",Colombo,Kottawa,Cars & Vehicles,Auto Parts & Accessories,Reconditioned,,,,,
Japan horns,700,Gampaha,Delgoda,Cars & Vehicles,Auto Parts & Accessories,Reconditioned,,,,,
Vezel garnish,"25,000",Colombo,Colombo 10,Cars & Vehicles,Auto Parts & Accessories,Used,,,,,
Van hood racks,"13,500",Kurunegala,Kurunegala,Cars & Vehicles,Auto Parts & Accessories,Used,,,,,
Honda Dio 2016,"178,000",Gampaha,Katunayake,Cars & Vehicles,Motorbikes & Scooters,Used,Honda,2016,Dio,110 ,"19,000 "
Honda Dio 2013,"143,000",Gampaha,Katunayake,Cars & Vehicles,Motorbikes & Scooters,Used,Honda,2013,Dio,110 ,"32,000 "
Toyota KDH 2008,"5,900,000",Colombo,Padukka,Cars & Vehicles,"Vans, Buses & Lorries",Used,Toyota,2008,KDH,,"114,000 "
Yamaha Salto 2017,"158,000",Gampaha,Katunayake,Cars & Vehicles,Motorbikes & Scooters,Used,Yamaha,2017,Salto,100 ,"3,900 "
Bajaj CT100 2013,"103,000",Gampaha,Katunayake,Cars & Vehicles,Motorbikes & Scooters,Used,Bajaj,2013,CT100,100 ,"29,000 "
Bajaj CT100 2017,"157,000",Gampaha,Katunayake,Cars & Vehicles,Motorbikes & Scooters,Used,Bajaj,2017,CT100,100 ,"11,200 "
Demak DZR120 2017,"105,000",Gampaha,Katunayake,Cars & Vehicles,Motorbikes & Scooters,Used,Demak,2017,DZR120,120 ,"8,300 "
Toyota Primo G-Superior 2014,"6,500,000",Gampaha,Wattala,Cars & Vehicles,Cars,Used,Toyota,2014,Primo G-Superior,"1,500 ","70,000 "
Bajaj Discover 150 2012,"98,000",Gampaha,Katunayake,Cars & Vehicles,Motorbikes & Scooters,Used,Bajaj,2012,Discover 150,150 ,"25,000 "
Honda DIO BFJ 2017,"218,000",Kurunegala,Mawathagama,Cars & Vehicles,Motorbikes & Scooters,Used,Honda,2017,DIO BFJ,110 ,"2,700 "
Suzuki WAGON R FX SAFETY 2017,"2,990,000",Colombo,Rajagiriya,Cars & Vehicles,Cars,New,Suzuki,2017,WAGON R FX SAFETY,660 ,0 
Honda Vezel 2014,"5,250,000",Colombo,Colombo 9,Cars & Vehicles,Cars,Used,Honda,2014,Vezel,"1,500 ","26,000 "
Toyota Premio 2017,"7,650,000",Kandy,Peradeniya,Cars & Vehicles,Cars,Used,Toyota,2017,Premio,"1,400 ","11,755 "
Toyota PRIUS 3Rd Gen 2012,"5,100,000",Hambantota,Ambalantota,Cars & Vehicles,Cars,Used,Toyota,2012,PRIUS 3Rd Gen,"1,800 ","91,000 "
Honda Dio 2015,"173,000",Gampaha,Katunayake,Cars & Vehicles,Motorbikes & Scooters,Used,Honda,2015,Dio,110 ,"32,000 "
TVS Apache RTR 160 2011,"143,000",Gampaha,Katunayake,Cars & Vehicles,Motorbikes & Scooters,Used,TVS,2011,Apache RTR 160,160 ,"39,000 "
Toyota Aqua 2015,"4,400,000",Matara,Matara,Cars & Vehicles,Cars,Used,Toyota,2015,Aqua,"1,490 ","48,000 "
Alloy wheel honda fit,"28,000",Colombo,Wellampitiya,Cars & Vehicles,Auto Parts & Accessories,Used,,,,,
Honda Navi 2017,"143,000",Gampaha,Katunayake,Cars & Vehicles,Motorbikes & Scooters,Used,Honda,2017,Navi,110 ,"39,000 "
Bajaj Pulsar 180 2015,"243,000",Gampaha,Katunayake,Cars & Vehicles,Motorbikes & Scooters,Used,Bajaj,2015,Pulsar 180,180 ,"29,000 "
Honda Dio 2014,"153,000",Gampaha,Katunayake,Cars & Vehicles,Motorbikes & Scooters,Used,Honda,2014,Dio,110 ,"19,000 "
Po5 foot bord,"4,500",Puttalam,Wennappuwa,Cars & Vehicles,Auto Parts & Accessories,Used,,,,,
Rent a car maruti,"1,500",Gampaha,Gampaha,Cars & Vehicles,Auto Services,,,,,,
Toyota Prius 2013,"5,450,000",Colombo,Nugegoda,Cars & Vehicles,Cars,Used,Toyota,2013,Toyota Prius,"1,800 ","80,756 "
Toyota Aqua S Limited 2015,"4,475,000",Gampaha,Wattala,Cars & Vehicles,Cars,Used,Toyota,2015,Aqua S Limited,"1,500 ","21,600 "
Mitsubishi PO5 Footboard,"6,000",Gampaha,Minuwangoda,Cars & Vehicles,Auto Parts & Accessories,Used,,,,,
Toyota IST 2004,"2,875,000",Matara,Hakmana,Cars & Vehicles,Cars,Used,Toyota,2004,IST,"1,300 ","140,000 "
Honda CBR 250 2016,"95,000",Colombo,Boralesgamuwa,Cars & Vehicles,Motorbikes & Scooters,Used,Honda,2016,CBR  250,250 ,"4,200 "
NISSAN X TRAIL REAR BUMPER,"24,000",Colombo,Dehiwala,Cars & Vehicles,Auto Parts & Accessories,Used,,,,,
Bajaj M_200NS-PULSAR_Y 2018,"138,070",Colombo,Colombo 8,Cars & Vehicles,Motorbikes & Scooters,New,Bajaj,2018,M_200NS-PULSAR_Y,200 ,0 
Land Rover DISCOVERY 5 SE 2017,"23,500,000",Colombo,Colombo 5,Cars & Vehicles,Cars,Reconditioned,Land Rover,2017,DISCOVERY 5 SE,"2,000 ","7,586 "
Dolphin Parts,"50,000",Gampaha,Nittambuwa,Cars & Vehicles,Auto Parts & Accessories,Reconditioned,,,,,
Mazda 323 2003,"1,890,000",Colombo,Boralesgamuwa,Cars & Vehicles,Cars,Used,Mazda,2003,323,"1,300 ","119,000 "
Bajaj M_180-D_PULSAR-EB 2018,"119,155",Colombo,Colombo 8,Cars & Vehicles,Motorbikes & Scooters,New,Bajaj,2018,M_180-D_PULSAR-EB,180 ,0 
TOYOTA PRIUS 20 REAR BUMPER,"21,000",Colombo,Dehiwala,Cars & Vehicles,Auto Parts & Accessories,Used,,,,,
Honda AX1 2015,"428,000",Colombo,Malabe,Cars & Vehicles,Motorbikes & Scooters,Used,Honda,2015,AX1,250 ,"28,500 "
2Stroke Three Wheeler,"85,000",Ratnapura,Ratnapura,Cars & Vehicles,Three Wheelers,Used,,,,,
Toyota aqua car dvd player,"14,000",Colombo,Maharagama,Cars & Vehicles,Auto Parts & Accessories,New,,,,,
LED Headlight,870,Gampaha,Kandana,Cars & Vehicles,Auto Parts & Accessories,New,,,,,
Bajaj M_100_CT-RED 2018,"41,000",Colombo,Colombo 8,Cars & Vehicles,Motorbikes & Scooters,New,Bajaj,2018,M_100_CT-RED,100 ,0 
TVS Scooty Pept 2016,"135,000",Colombo,Boralesgamuwa,Cars & Vehicles,Motorbikes & Scooters,Used,TVS,2016,Scooty Pept,100 ,"8,500 "
BMW X1 2018,"11,500,000",Colombo,Nugegoda,Cars & Vehicles,Cars,New,BMW,2018,X1,"1,500 ",0 
Bajaj 100-PLATINA_ES 2018,"45,000",Colombo,Colombo 8,Cars & Vehicles,Motorbikes & Scooters,New,Bajaj,2018,100-PLATINA_ES,100 ,0 
Bajaj 100-CT-B 2018,"41,000",Colombo,Colombo 8,Cars & Vehicles,Motorbikes & Scooters,New,Bajaj,2018,100-CT-B,100 ,0 
Perodua Viva Elite 2011,"2,050,000",Colombo,Moratuwa,Cars & Vehicles,Cars,Used,Perodua,2011,Viva Elite,"1,000 ","61,000 "
LED headlight,920,Gampaha,Kandana,Cars & Vehicles,Auto Parts & Accessories,New,,,,,
Bajaj M_110-DISCOVER_BLK 2018,"46,750",Colombo,Colombo 8,Cars & Vehicles,Motorbikes & Scooters,New,Bajaj,2018,M_110-DISCOVER_BLK,110 ,0 
Toyota Axio G Grade 2008,"3,995,000",Matara,Matara,Cars & Vehicles,Cars,Used,Toyota,2008,Axio G Grade,"1,500 ","61,000 "
Foton forland 2011,"950,000",Colombo,Piliyandala,Cars & Vehicles,"Vans, Buses & Lorries",Used,Foton,2011,forland,,"113,000 "
Perodua viva elite 2011,"2,150,000",Colombo,Mount Lavinia,Cars & Vehicles,Cars,Used,Perodua,2011,viva elite,"1,000 ","65,000 "
Toyota CHR 2017,"6,950,000",Gampaha,Kadawatha,Cars & Vehicles,Auto Services,,,,,,
John Deere Tractor,"1,300,000",Kurunegala,Kuliyapitiya,Cars & Vehicles,Heavy Machinery & Tractors,Used,,,,,
Bajaj Discover 2014,"130,000",Kalutara,Panadura,Cars & Vehicles,Motorbikes & Scooters,Used,Bajaj,2014,Discover,100 ,"39,000 "
Mitsubishi lancer 2005,"2,400,000",Anuradhapura,Anuradhapura,Cars & Vehicles,Cars,Used,Mitsubishi,2005,lancer,"1,300 ","126,000 "
Daihatsu Charade 1986,"675,000",Gampaha,Kadawatha,Cars & Vehicles,Cars,Used,Daihatsu,1986,Charade,"1,000 ","50,000 "
Mitsubishi Canter Lorry 1982,"1,325,000",Kurunegala,Kuliyapitiya,Cars & Vehicles,"Vans, Buses & Lorries",Used,Mitsubishi,1982,Canter Lorry,,"125,000 "
Bajaj Thee Wheeler New Stock,"200,000",Gampaha,Gampaha,Cars & Vehicles,Three Wheelers,New,,,,,
Suzuki swift car stereo DVD,"24,900",Colombo,Nugegoda,Cars & Vehicles,Auto Parts & Accessories,New,,,,,
Honda CRV VITI 2018,"10,300,000",Colombo,Nugegoda,Cars & Vehicles,Cars,New,Honda,2018,CRV VITI,"1,500 ",0 
BMW 520D Blue Colour 2013,"9,500,000",Colombo,Colombo 5,Cars & Vehicles,Cars,Used,BMW,2013,520D Blue Colour,"2,000 ","51,380 "
Ashok Leyland 2518 Lorry 2015,"4,800,000",Colombo,Moratuwa,Cars & Vehicles,"Vans, Buses & Lorries",Used,Ashok Leyland,2015,2518 Lorry,,"45,436 "
Foton FAW lorry 2012,"690,000",Gampaha,Minuwangoda,Cars & Vehicles,"Vans, Buses & Lorries",Used,Foton,2012,FAW lorry,,"70,000 "
Honda Daa-Gp5 fit 2013,"4,085,000",Kurunegala,Kurunegala,Cars & Vehicles,Cars,Used,Honda,2013,Daa-Gp5 fit,"1,500 ","30,000 "
Honda vezel back camera.,"12,500",Colombo,Colombo 5,Cars & Vehicles,Auto Parts & Accessories,Used,,,,,
Suzuki Alto 2005,"1,390,000",Kandy,Katugastota,Cars & Vehicles,Cars,Used,Suzuki,2005,Alto,800 ,"98,000 "
Toyota HILUX REVO 2018,"10,900,000",Colombo,Colombo 3,Cars & Vehicles,Cars,New,Toyota,2018,HILUX REVO,"2,800 ",55 
TVS wego 2016,"45,000",Colombo,Boralesgamuwa,Cars & Vehicles,Motorbikes & Scooters,Used,TVS,2016,wego,110 ,"8,800 "
C6 H4 LED HEAD LIGHT,"4,500",Gampaha,Gampaha,Cars & Vehicles,Auto Parts & Accessories,New,,,,,
Honda dio 2013,"155,000",Kurunegala,Bingiriya,Cars & Vehicles,Motorbikes & Scooters,Used,Honda,2013,dio,110 ,"29,000 "
Nissan ad wagon 1982,"340,000",Colombo,Piliyandala,Cars & Vehicles,Cars,Used,Nissan,1982,ad wagon,"1,300 ","180,000 "
Car Keyless Entry System,"4,000",Colombo,Battaramulla,Cars & Vehicles,Auto Parts & Accessories,New,,,,,
High Pressure Car Washer LAVOR Arizona,"125,900",Colombo,Athurugiriya,Cars & Vehicles,Auto Parts & Accessories,New,,,,,
Toyota Axio 2010,"4,175,000",Kandy,Peradeniya,Cars & Vehicles,Cars,Used,Toyota,2010,Axio,"1,500 ","80,000 "
"12"" alloywheel","9,000",Kandy,Katugastota,Cars & Vehicles,Auto Parts & Accessories,Used,,,,,
Toyota Town Ace 1999,"3,490,000",Matara,Akuressa,Cars & Vehicles,"Vans, Buses & Lorries",Used,Toyota,1999,Town Ace,,"290,000 "
Suzuki ALTO RS TURBO 2015,"2,950,000",Colombo,Dehiwala,Cars & Vehicles,Cars,Reconditioned,Suzuki,2015,ALTO RS TURBO,650 ,"22,000 "
CAR DVD Suzuki wagon,"11,899",Colombo,Nugegoda,Cars & Vehicles,Auto Parts & Accessories,New,,,,,
Rent a car alto CAK-XXXX,"2,000",Gampaha,Gampaha,Cars & Vehicles,Auto Services,,,,,,
Suzuki Wagon R FX BW 💎 2016,"2,820,000",Colombo,Battaramulla,Cars & Vehicles,Cars,New,Suzuki,2016,Wagon R FX BW 💎 💎,"1,000 ","5,000 "
Bajaj M_150_AVENGER ST_B 2018,"111,070",Colombo,Colombo 8,Cars & Vehicles,Motorbikes & Scooters,New,Bajaj,2018,M_150_AVENGER ST_B,150 ,0 
NISSAN TIIDA car stereo DVD නුගේගොඩ,"24,900",Colombo,Nugegoda,Cars & Vehicles,Auto Parts & Accessories,New,,,,,
2 Stroke Three Wheeler,"165,000",Hambantota,Beliatta,Cars & Vehicles,Three Wheelers,Used,,,,,
265/70/16 GT Radial Tyres,"29,000",Colombo,Kaduwela,Cars & Vehicles,Auto Parts & Accessories,Used,,,,,
Honda universal car DVD නුගේගොඩ,"24,900",Colombo,Nugegoda,Cars & Vehicles,Auto Parts & Accessories,New,,,,,
Bajaj M_150UG-PULSAR-BLK 2018,"104,785",Colombo,Colombo 8,Cars & Vehicles,Motorbikes & Scooters,New,Bajaj,2018,M_150UG-PULSAR-BLK,150 ,0 
Bajaj M_150UG_PULSAR-EB 2018,"104,785",Colombo,Colombo 8,Cars & Vehicles,Motorbikes & Scooters,New,Bajaj,2018,M_150UG_PULSAR-EB,150 ,0 
Toyota KDH highroof 2015,"8,775,000",Galle,Ambalangoda,Cars & Vehicles,"Vans, Buses & Lorries",Used,Toyota,2015,KDH highroof,,"75,000 "
"Toyota Hilux 106,107 Front Bumper","55,000",Gampaha,Nittambuwa,Cars & Vehicles,Auto Parts & Accessories,Reconditioned,,,,,
Suzuki Alto Sports 2008,"1,445,000",Ratnapura,Ratnapura,Cars & Vehicles,Cars,Used,Suzuki,2008,Alto Sports,800 ,"100,600 "
Bajaj M_160NS-PULSAR-B 2018,"119,680",Colombo,Colombo 8,Cars & Vehicles,Motorbikes & Scooters,New,Bajaj,2018,M_160NS-PULSAR-B,160 ,0 
Bajaj M_160NS-PULSAR-R 2018,"119,680",Colombo,Colombo 8,Cars & Vehicles,Motorbikes & Scooters,New,Bajaj,2018,M_160NS-PULSAR-R,160 ,0 
Bajaj Three Wheeler,"75,000",Kalutara,Horana,Cars & Vehicles,Three Wheelers,Used,,,,,
Toyota cami 1999,"2,350,000",Colombo,Piliyandala,Cars & Vehicles,Cars,Used,Toyota,1999,cami,"1,300 ","130,000 "
Micro panda 2012,"1,350,000",Kurunegala,Kurunegala,Cars & Vehicles,Cars,Used,Micro,2012,panda,"1,200 ","100,000 "
Bajaj M_160NS_PULSAR_W 2018,"119,680",Colombo,Colombo 8,Cars & Vehicles,Motorbikes & Scooters,New,Bajaj,2018,M_160NS_PULSAR_W,160 ,0 
Suzuki WagonR FZ Safety 2017,"3,075,000",Gampaha,Negombo,Cars & Vehicles,Cars,Used,Suzuki,2017,WagonR FZ Safety,650 ,"4,000 "
15 Alloy wheels,"42,000",Colombo,Mount Lavinia,Cars & Vehicles,Auto Parts & Accessories,Reconditioned,,,,,
Yamaha Ray zr 2017,"65,000",Kalutara,Wadduwa,Cars & Vehicles,Motorbikes & Scooters,New,Yamaha,2017,Ray zr,113 ,0 
Toyota Vitz safety G 2018,"4,475,000",Colombo,Kohuwala,Cars & Vehicles,Cars,New,Toyota,2018,Vitz safety G,"1,000 ",12 
Tata winger 2011,"1,765,000",Colombo,Piliyandala,Cars & Vehicles,"Vans, Buses & Lorries",Used,Tata,2011,winger,,"60,611 "
Nissan Qashqai 2018,"9,000,000",Colombo,Nugegoda,Cars & Vehicles,Cars,New,Nissan,2018,Qashqai,"1,200 ",0 
Toyota CE106 1996,"1,650,000",Colombo,Pannipitiya,Cars & Vehicles,Cars,Used,Toyota,1996,CE106,"2,000 ","114,000 "
Suzuki Alto 800 2016,"2,000,000",Kalutara,Panadura,Cars & Vehicles,Cars,Used,Suzuki,2016,Alto 800,800 ,"14,850 "
Car DVD Honda GP5,"11,899",Colombo,Nugegoda,Cars & Vehicles,Auto Parts & Accessories,New,,,,,
CAR SECURITY SYSTEM,"8,500",Gampaha,Gampaha,Cars & Vehicles,Auto Parts & Accessories,New,,,,,
Suzuki Maruti Zen 2004,"1,330,000",Galle,Galle,Cars & Vehicles,Cars,Used,Suzuki,2004,Maruti Zen,"1,000 ","83,000 "
Micro Rexton 2007,"4,250,000",Colombo,Kohuwala,Cars & Vehicles,Cars,Used,Micro,2007,Rexton,"2,000 ","95,000 "
Toyota LH113 1994,"4,100,000",Kandy,Katugastota,Cars & Vehicles,"Vans, Buses & Lorries",Used,Toyota,1994,LH113,,"210,000 "
Bajaj M_125_DISCOVER-BLK 2018,"52,000",Colombo,Colombo 8,Cars & Vehicles,Motorbikes & Scooters,New,Bajaj,2018,M_125_DISCOVER-BLK,125 ,0 
Suzuki swift 2004,"2,400,000",Ratnapura,Ratnapura,Cars & Vehicles,Cars,Used,Suzuki,2004,swift,"1,300 ","180,000 "
